,time
150,15.000097403862387
151,15.100098053221469
152,15.200098702580553
153,15.300099351939634
154,15.400100001298718
155,15.5001006506578
156,15.600101300016883
157,15.700101949375965
158,15.800102598735048
159,15.90010324809413
160,16.00010389745321
161,16.100104546812297
162,16.20010519617138
163,16.30010584553046
164,16.400106494889542
165,16.500107144248627
166,16.60010779360771
167,16.70010844296679
168,16.800109092325872
169,16.900109741684957
170,17.00011039104404
171,17.10011104040312
172,17.200111689762203
173,17.300112339121288
174,17.40011298848037
175,17.50011363783945
176,17.600114287198533
177,17.70011493655762
178,17.8001155859167
179,17.90011623527578
180,18.000116884634863
181,18.10011753399395
182,18.20011818335303
183,18.300118832712112
184,18.400119482071194
185,18.50012013143028
186,18.60012078078936
187,18.700121430148442
188,18.800122079507524
189,18.90012272886661
190,19.00012337822569
191,19.100124027584773
192,19.200124676943854
193,19.300125326302936
194,19.40012597566202
195,19.500126625021103
196,19.600127274380185
197,19.700127923739267
198,19.800128573098352
199,19.900129222457434
200,20.000129871816515
201,20.100130521175597
202,20.200131170534682
203,20.300131819893764
204,20.400132469252846
205,20.500133118611927
206,20.600133767971013
207,20.700134417330094
208,20.800135066689176
209,20.900135716048258
210,21.000136365407343
211,21.100137014766425
212,21.200137664125506
213,21.300138313484588
214,21.400138962843673
215,21.500139612202755
216,21.600140261561837
217,21.70014091092092
218,21.800141560280004
219,21.900142209639085
220,22.000142858998167
221,22.10014350835725
222,22.200144157716334
223,22.300144807075416
224,22.400145456434498
225,22.50014610579358
226,22.600146755152664
227,22.700147404511746
228,22.800148053870828
229,22.90014870322991
230,23.000149352588995
231,23.100150001948077
232,23.20015065130716
233,23.30015130066624
234,23.400151950025325
235,23.500152599384407
236,23.60015324874349
237,23.70015389810257
238,23.800154547461656
239,23.900155196820737
240,24.00015584617982
241,24.1001564955389
242,24.200157144897986
243,24.300157794257068
244,24.40015844361615
245,24.50015909297523
246,24.600159742334316
247,24.700160391693398
248,24.80016104105248
249,24.90016169041156
250,25.000162339770647
251,25.10016298912973
252,25.20016363848881
253,25.300164287847892
254,25.400164937206977
255,25.50016558656606
256,25.60016623592514
257,25.700166885284222
258,25.800167534643304
259,25.90016818400239
260,26.00016883336147
261,26.100169482720553
262,26.200170132079634
263,26.30017078143872
264,26.4001714307978
265,26.500172080156883
266,26.600172729515965
267,26.70017337887505
268,26.80017402823413
269,26.900174677593213
270,27.000175326952295
271,27.10017597631138
272,27.200176625670462
273,27.300177275029544
274,27.400177924388625
275,27.50017857374771
276,27.600179223106792
277,27.700179872465874
278,27.800180521824956
279,27.90018117118404
280,28.000181820543123
281,28.100182469902204
282,28.200183119261286
283,28.30018376862037
284,28.400184417979453
285,28.500185067338535
286,28.600185716697617
287,28.700186366056702
288,28.800187015415784
289,28.900187664774865
290,29.000188314133947
291,29.100188963493032
292,29.200189612852114
293,29.300190262211196
294,29.400190911570277
295,29.500191560929363
296,29.600192210288444
297,29.700192859647526
298,29.800193509006608
299,29.900194158365693
300,30.000194807724775
301,30.100195457083856
302,30.200196106442938
303,30.300196755802023
304,30.400197405161105
305,30.500198054520187
306,30.60019870387927
307,30.700199353238354
308,30.800200002597435
309,30.900200651956517
310,31.0002013013156
311,31.100201950674684
312,31.200202600033766
313,31.300203249392847
314,31.40020389875193
315,31.500204548111014
316,31.600205197470096
317,31.700205846829178
318,31.80020649618826
319,31.900207145547345
320,32.00020779490642
321,32.100208444265505
322,32.20020909362459
323,32.300209742983675
324,32.40021039234276
325,32.50021104170184
326,32.60021169106092
327,32.70021234042
328,32.800212989779084
329,32.900213639138165
330,33.000214288497254
331,33.100214937856336
332,33.20021558721542
333,33.3002162365745
334,33.40021688593358
335,33.50021753529266
336,33.600218184651744
337,33.700218834010826
338,33.800219483369915
339,33.900220132729
340,34.00022078208808
341,34.10022143144716
342,34.20022208080624
343,34.30022273016532
344,34.400223379524405
345,34.50022402888349
346,34.600224678242576
347,34.70022532760166
348,34.80022597696074
349,34.90022662631982
350,35.0002272756789
351,35.100227925037984
352,35.200228574397066
353,35.30022922375615
354,35.40022987311524
355,35.50023052247432
356,35.6002311718334
357,35.70023182119248
358,35.80023247055156
359,35.900233119910645
360,36.00023376926973
361,36.10023441862881
362,36.2002350679879
363,36.30023571734698
364,36.40023636670606
365,36.50023701606514
366,36.600237665424224
367,36.700238314783306
368,36.80023896414239
369,36.90023961350147
370,37.00024026286056
371,37.10024091221964
372,37.20024156157872
373,37.3002422109378
374,37.400242860296885
375,37.50024350965597
376,37.60024415901505
377,37.70024480837413
378,37.80024545773322
379,37.9002461070923
380,38.00024675645138
381,38.100247405810464
382,38.200248055169546
383,38.30024870452863
384,38.40024935388771
385,38.50025000324679
386,38.60025065260587
387,38.70025130196496
388,38.80025195132404
389,38.900252600683125
390,39.000253250042206
391,39.10025389940129
392,39.20025454876037
393,39.30025519811945
394,39.40025584747853
395,39.50025649683762
396,39.600257146196704
397,39.700257795555785
398,39.80025844491487
399,39.90025909427395
400,40.00025974363303
401,40.10026039299211
402,40.200261042351194
403,40.30026169171028
404,40.400262341069364
405,40.500262990428446
406,40.60026363978753
407,40.70026428914661
408,40.80026493850569
409,40.90026558786477
410,41.000266237223855
411,41.10026688658294
412,41.200267535942025
413,41.30026818530111
414,41.40026883466019
415,41.50026948401927
416,41.60027013337835
417,41.700270782737434
418,41.800271432096515
419,41.900272081455604
420,42.000272730814686
421,42.10027338017377
422,42.20027402953285
423,42.30027467889193
424,42.40027532825101
425,42.500275977610094
426,42.600276626969176
427,42.700277276328265
428,42.80027792568735
429,42.90027857504643
430,43.00027922440551
431,43.10027987376459
432,43.20028052312367
433,43.300281172482755
434,43.40028182184184
435,43.500282471200926
436,43.60028312056001
437,43.70028376991909
438,43.80028441927817
439,43.90028506863725
440,44.000285717996334
441,44.100286367355416
442,44.2002870167145
443,44.30028766607359
444,44.40028831543267
445,44.50028896479175
446,44.60028961415083
447,44.70029026350991
448,44.800290912868995
449,44.90029156222808
450,45.00029221158716
451,45.10029286094624
452,45.20029351030533
453,45.30029415966441
454,45.40029480902349
455,45.500295458382574
456,45.600296107741656
457,45.70029675710074
458,45.80029740645982
459,45.9002980558189
460,46.00029870517799
461,46.10029935453707
462,46.20030000389615
463,46.300300653255235
464,46.40030130261432
465,46.5003019519734
466,46.60030260133248
467,46.70030325069156
468,46.80030390005065
469,46.90030454940973
470,47.000305198768814
471,47.100305848127896
472,47.20030649748698
473,47.30030714684606
474,47.40030779620514
475,47.50030844556422
476,47.60030909492331
477,47.70030974428239
478,47.800310393641475
479,47.900311043000556
480,48.00031169235964
481,48.10031234171872
482,48.2003129910778
483,48.30031364043688
484,48.40031428979597
485,48.500314939155054
486,48.600315588514135
487,48.70031623787322
488,48.8003168872323
489,48.90031753659138
490,49.00031818595046
491,49.100318835309544
492,49.20031948466863
493,49.300320134027714
494,49.400320783386796
495,49.50032143274588
496,49.60032208210496
497,49.70032273146404
498,49.80032338082312
499,49.900324030182205
500,50.00032467954129
501,50.100325328900375
502,50.20032597825946
503,50.30032662761854
504,50.40032727697762
505,50.5003279263367
506,50.600328575695784
507,50.700329225054865
508,50.800329874413954
509,50.900330523773036
510,51.00033117313212
511,51.1003318224912
512,51.20033247185028
513,51.30033312120936
514,51.400333770568444
515,51.500334419927526
516,51.60033506928661
517,51.7003357186457
518,51.80033636800478
519,51.90033701736386
520,52.00033766672294
521,52.10033831608202
522,52.200338965441105
523,52.30033961480019
524,52.40034026415927
525,52.50034091351836
526,52.60034156287744
527,52.70034221223652
528,52.8003428615956
529,52.900343510954684
530,53.000344160313766
531,53.10034480967285
532,53.20034545903193
533,53.30034610839102
534,53.4003467577501
535,53.50034740710918
536,53.60034805646826
537,53.700348705827345
538,53.80034935518643
539,53.90035000454551
540,54.00035065390459
541,54.10035130326368
542,54.20035195262276
543,54.30035260198184
544,54.400353251340924
545,54.500353900700006
546,54.60035455005909
547,54.70035519941817
548,54.80035584877725
549,54.90035649813634
550,55.00035714749542
551,55.1003577968545
552,55.200358446213585
553,55.30035909557267
554,55.40035974493175
555,55.50036039429083
556,55.60036104364991
557,55.700361693009
558,55.80036234236808
559,55.900362991727164
560,56.000363641086246
561,56.10036429044533
562,56.20036493980441
563,56.30036558916349
564,56.40036623852257
565,56.50036688788166
566,56.60036753724074
567,56.700368186599825
568,56.800368835958906
569,56.90036948531799
570,57.00037013467707
571,57.10037078403615
572,57.20037143339523
573,57.30037208275432
574,57.400372732113404
575,57.500373381472485
576,57.60037403083157
577,57.70037468019065
578,57.80037532954973
579,57.90037597890881
580,58.000376628267894
581,58.100377277626976
582,58.200377926986064
583,58.300378576345146
584,58.40037922570423
585,58.50037987506331
586,58.60038052442239
587,58.70038117378147
588,58.800381823140555
589,58.900382472499636
590,59.000383121858725
591,59.10038377121781
592,59.20038442057689
593,59.30038506993597
594,59.40038571929505
595,59.500386368654134
596,59.600387018013215
597,59.7003876673723
598,59.800388316731386
599,59.90038896609047
600,60.00038961544955
601,60.10039026480863
602,60.20039091416771
603,60.300391563526794
604,60.400392212885876
605,60.50039286224496
606,60.60039351160405
607,60.70039416096313
608,60.80039481032221
609,60.90039545968129
610,61.00039610904037
611,61.100396758399455
612,61.20039740775854
613,61.30039805711762
614,61.40039870647671
615,61.50039935583579
616,61.60040000519487
617,61.70040065455395
618,61.800401303913034
619,61.900401953272116
620,62.0004026026312
621,62.10040325199028
622,62.20040390134937
623,62.30040455070845
624,62.40040520006753
625,62.50040584942661
626,62.600406498785695
627,62.70040714814478
628,62.80040779750386
629,62.90040844686294
630,63.00040909622203
631,63.10040974558111
632,63.20041039494019
633,63.300411044299274
634,63.400411693658356
635,63.50041234301744
636,63.60041299237652
637,63.7004136417356
638,63.80041429109469
639,63.90041494045377
640,64.00041558981285
641,64.10041623917193
642,64.20041688853101
643,64.3004175378901
644,64.40041818724919
645,64.50041883660826
646,64.60041948596735
647,64.70042013532642
648,64.80042078468551
649,64.90042143404459
650,65.00042208340368
651,65.10042273276277
652,65.20042338212184
653,65.30042403148093
654,65.40042468084
655,65.50042533019909
656,65.60042597955817
657,65.70042662891726
658,65.80042727827633
659,65.90042792763542
660,66.00042857699451
661,66.10042922635358
662,66.20042987571267
663,66.30043052507175
664,66.40043117443084
665,66.50043182378991
666,66.600432473149
667,66.70043312250809
668,66.80043377186716
669,66.90043442122625
670,67.00043507058533
671,67.10043571994441
672,67.20043636930349
673,67.30043701866258
674,67.40043766802165
675,67.50043831738074
676,67.60043896673983
677,67.7004396160989
678,67.800440265458
679,67.90044091481707
680,68.00044156417616
681,68.10044221353523
682,68.20044286289432
683,68.30044351225341
684,68.40044416161248
685,68.50044481097157
686,68.60044546033065
687,68.70044610968974
688,68.80044675904881
689,68.9004474084079
690,69.00044805776697
691,69.10044870712606
692,69.20044935648515
693,69.30045000584423
694,69.40045065520331
695,69.50045130456239
696,69.60045195392148
697,69.70045260328055
698,69.80045325263964
699,69.90045390199873
700,70.0004545513578
701,70.1004552007169
702,70.20045585007597
703,70.30045649943506
704,70.40045714879413
705,70.50045779815322
706,70.6004584475123
707,70.70045909687138
708,70.80045974623047
709,70.90046039558955
710,71.00046104494864
711,71.10046169430771
712,71.2004623436668
713,71.30046299302587
714,71.40046364238496
715,71.50046429174404
716,71.60046494110313
717,71.70046559046222
718,71.80046623982129
719,71.90046688918038
720,72.00046753853945
721,72.10046818789854
722,72.20046883725762
723,72.3004694866167
724,72.4004701359758
725,72.50047078533487
726,72.60047143469396
727,72.70047208405303
728,72.80047273341212
729,72.9004733827712
730,73.00047403213028
731,73.10047468148936
732,73.20047533084845
733,73.30047598020754
734,73.40047662956661
735,73.5004772789257
736,73.60047792828477
737,73.70047857764386
738,73.80047922700294
739,73.90047987636203
740,74.00048052572112
741,74.10048117508019
742,74.20048182443928
743,74.30048247379835
744,74.40048312315744
745,74.50048377251652
746,74.6004844218756
747,74.70048507123468
748,74.80048572059377
749,74.90048636995286
750,75.00048701931193
751,75.10048766867102
752,75.2004883180301
753,75.30048896738919
754,75.40048961674826
755,75.50049026610735
756,75.60049091546644
757,75.70049156482551
758,75.8004922141846
759,75.90049286354368
760,76.00049351290276
761,76.10049416226184
762,76.20049481162093
763,76.30049546098
764,76.40049611033909
765,76.50049675969818
766,76.60049740905725
767,76.70049805841634
768,76.80049870777542
769,76.9004993571345
770,77.00050000649358
771,77.10050065585267
772,77.20050130521174
773,77.30050195457083
774,77.40050260392992
775,77.500503253289
776,77.60050390264809
777,77.70050455200716
778,77.80050520136625
779,77.90050585072532
780,78.00050650008441
781,78.1005071494435
782,78.20050779880258
783,78.30050844816166
784,78.40050909752074
785,78.50050974687983
786,78.6005103962389
787,78.70051104559799
788,78.80051169495707
789,78.90051234431616
790,79.00051299367524
791,79.10051364303432
792,79.20051429239341
793,79.30051494175248
794,79.40051559111157
795,79.50051624047065
796,79.60051688982973
797,79.70051753918882
798,79.8005181885479
799,79.90051883790699
800,80.00051948726606
801,80.10052013662515
802,80.20052078598422
803,80.30052143534331
804,80.40052208470239
805,80.50052273406148
806,80.60052338342057
807,80.70052403277964
808,80.80052468213873
809,80.9005253314978
810,81.00052598085689
811,81.10052663021597
812,81.20052727957506
813,81.30052792893414
814,81.40052857829322
815,81.50052922765231
816,81.60052987701138
817,81.70053052637047
818,81.80053117572955
819,81.90053182508863
820,82.00053247444771
821,82.1005331238068
822,82.20053377316589
823,82.30053442252496
824,82.40053507188405
825,82.50053572124312
826,82.60053637060221
827,82.70053701996129
828,82.80053766932038
829,82.90053831867947
830,83.00053896803854
831,83.10053961739763
832,83.2005402667567
833,83.30054091611579
834,83.40054156547487
835,83.50054221483396
836,83.60054286419303
837,83.70054351355212
838,83.80054416291121
839,83.90054481227028
840,84.00054546162937
841,84.10054611098845
842,84.20054676034754
843,84.30054740970661
844,84.4005480590657
845,84.50054870842477
846,84.60054935778386
847,84.70055000714295
848,84.80055065650203
849,84.90055130586111
850,85.00055195522019
851,85.10055260457928
852,85.20055325393835
853,85.30055390329744
854,85.40055455265653
855,85.5005552020156
856,85.6005558513747
857,85.70055650073377
858,85.80055715009286
859,85.90055779945193
860,86.00055844881102
861,86.1005590981701
862,86.20055974752918
863,86.30056039688827
864,86.40056104624735
865,86.50056169560644
866,86.60056234496551
867,86.7005629943246
868,86.80056364368367
869,86.90056429304276
870,87.00056494240185
871,87.10056559176093
872,87.20056624112001
873,87.30056689047909
874,87.40056753983818
875,87.50056818919725
876,87.60056883855634
877,87.70056948791542
878,87.8005701372745
879,87.9005707866336
880,88.00057143599267
881,88.10057208535176
882,88.20057273471083
883,88.30057338406992
884,88.400574033429
885,88.50057468278808
886,88.60057533214717
887,88.70057598150625
888,88.80057663086534
889,88.90057728022441
890,89.0005779295835
891,89.10057857894257
892,89.20057922830166
893,89.30057987766074
894,89.40058052701983
895,89.50058117637892
896,89.60058182573799
897,89.70058247509708
898,89.80058312445615
899,89.90058377381524
900,90.00058442317432
901,90.1005850725334
902,90.20058572189248
903,90.30058637125157
904,90.40058702061066
905,90.50058766996973
906,90.60058831932882
907,90.7005889686879
908,90.80058961804698
909,90.90059026740606
910,91.00059091676515
911,91.10059156612424
912,91.20059221548331
913,91.3005928648424
914,91.40059351420147
915,91.50059416356056
916,91.60059481291964
917,91.70059546227873
918,91.8005961116378
919,91.90059676099689
920,92.00059741035598
921,92.10059805971505
922,92.20059870907414
923,92.30059935843322
924,92.4006000077923
925,92.50060065715138
926,92.60060130651047
927,92.70060195586956
928,92.80060260522863
929,92.90060325458772
930,93.0006039039468
931,93.10060455330589
932,93.20060520266496
933,93.30060585202405
934,93.40060650138312
935,93.50060715074221
936,93.6006078001013
937,93.70060844946038
938,93.80060909881946
939,93.90060974817854
940,94.00061039753763
941,94.1006110468967
942,94.20061169625579
943,94.30061234561488
944,94.40061299497395
945,94.50061364433304
946,94.60061429369212
947,94.7006149430512
948,94.80061559241028
949,94.90061624176937
950,95.00061689112844
951,95.10061754048753
952,95.20061818984662
953,95.3006188392057
954,95.40061948856479
955,95.50062013792386
956,95.60062078728295
957,95.70062143664202
958,95.80062208600111
959,95.9006227353602
960,96.00062338471928
961,96.10062403407836
962,96.20062468343744
963,96.30062533279653
964,96.4006259821556
965,96.50062663151469
966,96.60062728087377
967,96.70062793023286
968,96.80062857959194
969,96.90062922895102
970,97.00062987831011
971,97.10063052766918
972,97.20063117702827
973,97.30063182638735
974,97.40063247574643
975,97.50063312510551
976,97.6006337744646
977,97.70063442382369
978,97.80063507318276
979,97.90063572254185
980,98.00063637190092
981,98.10063702126001
982,98.20063767061909
983,98.30063831997818
984,98.40063896933727
985,98.50063961869634
986,98.60064026805543
987,98.7006409174145
988,98.80064156677359
989,98.90064221613267
990,99.00064286549176
991,99.10064351485083
992,99.20064416420992
993,99.30064481356901
994,99.40064546292808
995,99.50064611228717
996,99.60064676164625
997,99.70064741100533
998,99.80064806036441
999,99.9006487097235
1000,100.00064935908259
1001,100.10065000844166
1002,100.20065065780075
1003,100.30065130715982
1004,100.40065195651891
1005,100.50065260587799
1006,100.60065325523708
1007,100.70065390459615
1008,100.80065455395524
1009,100.90065520331433
1010,101.0006558526734
1011,101.10065650203249
1012,101.20065715139157
1013,101.30065780075066
1014,101.40065845010973
1015,101.50065909946882
1016,101.60065974882791
1017,101.70066039818698
1018,101.80066104754607
1019,101.90066169690515
1020,102.00066234626424
1021,102.10066299562331
1022,102.2006636449824
1023,102.30066429434147
1024,102.40066494370056
1025,102.50066559305965
1026,102.60066624241873
1027,102.70066689177781
1028,102.80066754113689
1029,102.90066819049598
1030,103.00066883985505
1031,103.10066948921414
1032,103.20067013857322
1033,103.3006707879323
1034,103.4006714372914
1035,103.50067208665047
1036,103.60067273600956
1037,103.70067338536863
1038,103.80067403472772
1039,103.9006746840868
1040,104.00067533344588
1041,104.10067598280497
1042,104.20067663216405
1043,104.30067728152314
1044,104.40067793088221
1045,104.5006785802413
1046,104.60067922960037
1047,104.70067987895946
1048,104.80068052831854
1049,104.90068117767763
1050,105.00068182703671
1051,105.10068247639579
1052,105.20068312575488
1053,105.30068377511395
1054,105.40068442447304
1055,105.50068507383212
1056,105.6006857231912
1057,105.7006863725503
1058,105.80068702190937
1059,105.90068767126846
1060,106.00068832062753
1061,106.10068896998662
1062,106.2006896193457
1063,106.30069026870478
1064,106.40069091806386
1065,106.50069156742295
1066,106.60069221678204
1067,106.70069286614111
1068,106.8006935155002
1069,106.90069416485927
1070,107.00069481421836
1071,107.10069546357744
1072,107.20069611293653
1073,107.30069676229562
1074,107.40069741165469
1075,107.50069806101378
1076,107.60069871037285
1077,107.70069935973194
1078,107.80070000909102
1079,107.9007006584501
1080,108.00070130780918
1081,108.10070195716827
1082,108.20070260652736
1083,108.30070325588643
1084,108.40070390524552
1085,108.5007045546046
1086,108.60070520396368
1087,108.70070585332276
1088,108.80070650268185
1089,108.90070715204092
1090,109.00070780140001
1091,109.1007084507591
1092,109.20070910011817
1093,109.30070974947726
1094,109.40071039883634
1095,109.50071104819543
1096,109.6007116975545
1097,109.70071234691359
1098,109.80071299627268
1099,109.90071364563175
1100,110.00071429499084
1101,110.10071494434992
1102,110.200715593709
1103,110.30071624306808
1104,110.40071689242717
1105,110.50071754178624
1106,110.60071819114533
1107,110.70071884050442
1108,110.8007194898635
1109,110.90072013922259
1110,111.00072078858166
1111,111.10072143794075
1112,111.20072208729982
1113,111.30072273665891
1114,111.400723386018
1115,111.50072403537708
1116,111.60072468473616
1117,111.70072533409524
1118,111.80072598345433
1119,111.9007266328134
1120,112.00072728217249
1121,112.10072793153157
1122,112.20072858089065
1123,112.30072923024974
1124,112.40072987960882
1125,112.5007305289679
1126,112.60073117832698
1127,112.70073182768607
1128,112.80073247704514
1129,112.90073312640423
1130,113.00073377576332
1131,113.1007344251224
1132,113.20073507448149
1133,113.30073572384056
1134,113.40073637319965
1135,113.50073702255872
1136,113.60073767191781
1137,113.70073832127689
1138,113.80073897063598
1139,113.90073961999506
1140,114.00074026935414
1141,114.10074091871323
1142,114.2007415680723
1143,114.30074221743139
1144,114.40074286679047
1145,114.50074351614956
1146,114.60074416550864
1147,114.70074481486772
1148,114.80074546422681
1149,114.90074611358588
1150,115.00074676294497
1151,115.10074741230405
1152,115.20074806166313
1153,115.30074871102221
1154,115.4007493603813
1155,115.50075000974039
1156,115.60075065909946
1157,115.70075130845855
1158,115.80075195781762
1159,115.90075260717671
1160,116.00075325653579
1161,116.10075390589488
1162,116.20075455525395
1163,116.30075520461304
1164,116.40075585397213
1165,116.5007565033312
1166,116.60075715269029
1167,116.70075780204937
1168,116.80075845140846
1169,116.90075910076753
1170,117.00075975012662
1171,117.10076039948571
1172,117.20076104884478
1173,117.30076169820387
1174,117.40076234756295
1175,117.50076299692203
1176,117.60076364628111
1177,117.7007642956402
1178,117.80076494499927
1179,117.90076559435836
1180,118.00076624371745
1181,118.10076689307652
1182,118.20076754243561
1183,118.30076819179469
1184,118.40076884115378
1185,118.50076949051285
1186,118.60077013987194
1187,118.70077078923103
1188,118.8007714385901
1189,118.90077208794919
1190,119.00077273730827
1191,119.10077338666736
1192,119.20077403602643
1193,119.30077468538552
1194,119.4007753347446
1195,119.50077598410368
1196,119.60077663346277
1197,119.70077728282185
1198,119.80077793218094
1199,119.90077858154001
1200,120.0007792308991
1201,120.10077988025817
1202,120.20078052961726
1203,120.30078117897635
1204,120.40078182833543
1205,120.50078247769451
1206,120.60078312705359
1207,120.70078377641268
1208,120.80078442577175
1209,120.90078507513084
1210,121.00078572448992
1211,121.100786373849
1212,121.2007870232081
1213,121.30078767256717
1214,121.40078832192626
1215,121.50078897128533
1216,121.60078962064442
1217,121.7007902700035
1218,121.80079091936258
1219,121.90079156872166
1220,122.00079221808075
1221,122.10079286743984
1222,122.20079351679891
1223,122.300794166158
1224,122.40079481551707
1225,122.50079546487616
1226,122.60079611423524
1227,122.70079676359433
1228,122.80079741295341
1229,122.90079806231249
1230,123.00079871167158
1231,123.10079936103065
1232,123.20080001038974
1233,123.30080065974882
1234,123.4008013091079
1235,123.50080195846698
1236,123.60080260782607
1237,123.70080325718516
1238,123.80080390654423
1239,123.90080455590332
1240,124.0008052052624
1241,124.10080585462148
1242,124.20080650398056
1243,124.30080715333965
1244,124.40080780269874
1245,124.50080845205781
1246,124.6008091014169
1247,124.70080975077597
1248,124.80081040013506
1249,124.90081104949414
1250,125.00081169885323
1251,125.1008123482123
1252,125.20081299757139
1253,125.30081364693048
1254,125.40081429628955
1255,125.50081494564864
1256,125.60081559500772
1257,125.7008162443668
1258,125.80081689372588
1259,125.90081754308497
1260,126.00081819244406
1261,126.10081884180313
1262,126.20081949116222
1263,126.3008201405213
1264,126.40082078988038
1265,126.50082143923946
1266,126.60082208859855
1267,126.70082273795762
1268,126.80082338731671
1269,126.9008240366758
1270,127.00082468603487
1271,127.10082533539396
1272,127.20082598475304
1273,127.30082663411213
1274,127.4008272834712
1275,127.50082793283029
1276,127.60082858218938
1277,127.70082923154845
1278,127.80082988090754
1279,127.90083053026662
1280,128.0008311796257
1281,128.10083182898478
1282,128.20083247834387
1283,128.30083312770296
1284,128.40083377706202
1285,128.5008344264211
1286,128.6008350757802
1287,128.70083572513929
1288,128.80083637449837
1289,128.90083702385743
1290,129.00083767321652
1291,129.1008383225756
1292,129.2008389719347
1293,129.3008396212938
1294,129.40084027065285
1295,129.50084092001194
1296,129.60084156937103
1297,129.70084221873012
1298,129.80084286808918
1299,129.90084351744827
1300,130.00084416680735
1301,130.10084481616644
1302,130.20084546552553
1303,130.3008461148846
1304,130.40084676424368
1305,130.50084741360277
1306,130.60084806296186
1307,130.70084871232092
1308,130.80084936168
1309,130.9008500110391
1310,131.00085066039819
1311,131.10085130975727
1312,131.20085195911633
1313,131.30085260847542
1314,131.4008532578345
1315,131.5008539071936
1316,131.60085455655266
1317,131.70085520591175
1318,131.80085585527084
1319,131.90085650462993
1320,132.00085715398902
1321,132.10085780334808
1322,132.20085845270717
1323,132.30085910206625
1324,132.40085975142534
1325,132.50086040078443
1326,132.6008610501435
1327,132.70086169950258
1328,132.80086234886167
1329,132.90086299822076
1330,133.00086364757982
1331,133.1008642969389
1332,133.200864946298
1333,133.3008655956571
1334,133.40086624501618
1335,133.50086689437524
1336,133.60086754373432
1337,133.7008681930934
1338,133.8008688424525
1339,133.90086949181156
1340,134.00087014117065
1341,134.10087079052974
1342,134.20087143988883
1343,134.30087208924792
1344,134.40087273860698
1345,134.50087338796607
1346,134.60087403732516
1347,134.70087468668424
1348,134.8008753360433
1349,134.9008759854024
1350,135.00087663476148
1351,135.10087728412057
1352,135.20087793347966
1353,135.30087858283872
1354,135.4008792321978
1355,135.5008798815569
1356,135.600880530916
1357,135.70088118027505
1358,135.80088182963414
1359,135.90088247899322
1360,136.0008831283523
1361,136.1008837777114
